,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Sample Name,source_name,SRA Study,who_classification,library,read_length,read_length_description,tumor_abbreviation,tumor_name,source,tumor_subtype,pooled_or_single,PDX_sourced_patient_id,tumor_site,leiden,Melanocyte,Hepatocyte,Epithelial cell,Fibroblast,Endothelial cell,B/Plasma cell,T/NK cell,Macro/Mono/DC,Oligodendrocyte,Neuron,Astrocyte,HSC,cell_type,confidence,donor,cell_label
SRR13092550,ETP-12_SingleCell_G11_S375,GSM4921978,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_074,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855439__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538147,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921978/suppl/GSM4921978_ETP-12_SingleCell_G11_S375_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855439,GEO,public,SRX9538147,GSM4921978,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921978,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,0,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092551,ETP-12_SingleCell_G12_S383,GSM4921979,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_075,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855437__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538148,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921979/suppl/GSM4921979_ETP-12_SingleCell_G12_S383_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855437,GEO,public,SRX9538148,GSM4921979,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921979,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092552,ETP-12_SingleCell_G1_S295,GSM4921980,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_076,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855436__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538149,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921980/suppl/GSM4921980_ETP-12_SingleCell_G1_S295_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855436,GEO,public,SRX9538149,GSM4921980,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921980,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,0,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092553,ETP-12_SingleCell_G2_S303,GSM4921981,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_077,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855435__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538150,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921981/suppl/GSM4921981_ETP-12_SingleCell_G2_S303_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855435,GEO,public,SRX9538150,GSM4921981,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921981,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,0,0,0,0,0,1,1,1,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092554,ETP-12_SingleCell_G3_S311,GSM4921982,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_078,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855434__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538151,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921982/suppl/GSM4921982_ETP-12_SingleCell_G3_S311_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855434,GEO,public,SRX9538151,GSM4921982,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921982,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092555,ETP-12_SingleCell_G4_S319,GSM4921983,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_079,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855438__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538152,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921983/suppl/GSM4921983_ETP-12_SingleCell_G4_S319_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855438,GEO,public,SRX9538152,GSM4921983,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921983,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,7,0,0,1,1,0,0,0,1,0,1,1,1,T/NK cell,Clear,ETP-ALL,Malignant cell
SRR13092556,ETP-12_SingleCell_G5_S327,GSM4921984,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_080,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855433__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538153,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921984/suppl/GSM4921984_ETP-12_SingleCell_G5_S327_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855433,GEO,public,SRX9538153,GSM4921984,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921984,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092557,ETP-12_SingleCell_G6_S335,GSM4921985,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_081,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855432__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538154,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921985/suppl/GSM4921985_ETP-12_SingleCell_G6_S335_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855432,GEO,public,SRX9538154,GSM4921985,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921985,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,0,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092558,ETP-12_SingleCell_G7_S343,GSM4921986,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_082,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855431__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538155,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921986/suppl/GSM4921986_ETP-12_SingleCell_G7_S343_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855431,GEO,public,SRX9538155,GSM4921986,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921986,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,0,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092559,ETP-12_SingleCell_G8_S351,GSM4921987,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_083,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855430__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538156,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921987/suppl/GSM4921987_ETP-12_SingleCell_G8_S351_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855430,GEO,public,SRX9538156,GSM4921987,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921987,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,0,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092560,ETP-12_SingleCell_G9_S359,GSM4921988,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_084,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855429__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538157,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921988/suppl/GSM4921988_ETP-12_SingleCell_G9_S359_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855429,GEO,public,SRX9538157,GSM4921988,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921988,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,1,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
SRR13092561,ETP-12_SingleCell_H10_S368,GSM4921989,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: ETP-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",ETP-12_ETP-ALL-PDX_085,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16855428__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9538158,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4921nnn/GSM4921989/suppl/GSM4921989_ETP-12_SingleCell_H10_S368_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16855428,GEO,public,SRX9538158,GSM4921989,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4921989,NSG spleen,SRP293518,ETP-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,ETP-ALL,Single-cell,ETP-12,NSG spleen,2,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,ETP-ALL,Malignant cell
